filename,iati-activity/iati-identifier[1],iati-activity/transaction/receiver-org,iati-activity/transaction/receiver-org@receiver-activity-id,iati-activity/transaction/receiver-org@ref,iati-activity/transaction/receiver-org@type,iati-activity/transaction/receiver-org/narrative[1],iati-activity/transaction/receiver-org/narrative[1]@{http://www.w3.org/XML/1998/namespace}lang
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,,,,,,
drc-activities,DK-CVR-20699310-DK201688,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DK201688,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DK201689,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,,,,,,
drc-activities,DK-CVR-20699310-DK201689,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201689,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201690,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,,,,,,
drc-activities,DK-CVR-20699310-DK201690,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201690,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1940,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK1940,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1940,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1940,,,,,,
drc-activities,DK-CVR-20699310-DK201692,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,,,,,,
drc-activities,DK-CVR-20699310-DK201692,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201692,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK19972,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK19972,,,,,,
drc-activities,DK-CVR-20699310-DK201686,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,,,,,,
drc-activities,DK-CVR-20699310-DK201686,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201686,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DU252394,,,,,,
drc-activities,DK-CVR-20699310-DU252398,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DU252398,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DU252397,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DU252397,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DU252399,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DU252399,"
        ",DK-CVR-20699310-DU252394,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201695,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201695,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,,,,,,
drc-activities,DK-CVR-20699310-DK201695,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201693,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201693,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,,,,,,
drc-activities,DK-CVR-20699310-DK201693,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201698,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,,,,,,
drc-activities,DK-CVR-20699310-DK201698,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201699,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,,,,,,
drc-activities,DK-CVR-20699310-DK201699,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201699,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201700,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,,,,,,
drc-activities,DK-CVR-20699310-DK201700,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201700,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201701,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,,,,,,
drc-activities,DK-CVR-20699310-DK201701,"
        ",,DK-CVR-20699310,21,Dansh Refugee Council,en
drc-activities,DK-CVR-20699310-DK201701,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DK201711,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201711,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201711,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201711,,,,,,
drc-activities,DK-CVR-20699310-DK201716,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201716,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201716,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201716,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,,,,,,
drc-activities,DK-CVR-20699310-DK201717,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201719,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201719,,,,,,
drc-activities,DK-CVR-20699310-DK201719,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201704,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201704,"
        ",,0,21,Women Activities and Social Services Association (WASSA),
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,,,,,,
drc-activities,DK-CVR-20699310-DK201704,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201704,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201708,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,,,,,,
drc-activities,DK-CVR-20699310-DK201708,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201708,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201720,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201720,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201720,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201720,,,,,,
drc-activities,DK-CVR-20699310-DK201718,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,,,,,,
drc-activities,DK-CVR-20699310-DK201718,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201718,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DF212759,"
        ",,NO-BRC-977538319,21,ACAPS,
drc-activities,DK-CVR-20699310-DF212759,"
        ",,,,iMMAP,
drc-activities,DK-CVR-20699310-DF212759,"
        ",,,21,Translators without borders,
drc-activities,DK-CVR-20699310-DF212759,"
        ",, GB-CHC-1178168,21,CDAC Network ,
drc-activities,DK-CVR-20699310-DK202628,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK202628,,,,,,
drc-activities,DK-CVR-20699310-DK202691,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK202691,,,,,,
drc-activities,DK-CVR-20699310-DK202691,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,,,,,,
drc-activities,DK-CVR-20699310-DK201710,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,en
drc-activities,DK-CVR-20699310-DK201707,,,,,,
drc-activities,DK-CVR-20699310-DK201707,,,,,,
drc-activities,DK-CVR-20699310-DK201707,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201707,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201702,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,,,,,,
drc-activities,DK-CVR-20699310-DK201702,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201702,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201706,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201706,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK201706,,,,,,
drc-activities,DK-CVR-20699310-DK1926,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1926,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK1926,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK1926,,,,,,
drc-activities,DK-CVR-20699310-DK201691,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,,,,,,
drc-activities,DK-CVR-20699310-DK201691,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201691,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201832,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,,,,,,
drc-activities,DK-CVR-20699310-DK201832,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201832,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201684,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201684,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,,,,,,
drc-activities,DK-CVR-20699310-DK201684,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,,,,,,
drc-activities,DK-CVR-20699310-DK201712,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201712,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,,,,,,
drc-activities,DK-CVR-20699310-DK201715,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201709,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201709,,,,,,
drc-activities,DK-CVR-20699310-DK201709,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201705,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,,,,,,
drc-activities,DK-CVR-20699310-DK201705,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201705,"
        ",DK-CVR-20699310-DK2112467,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201696,"
        ",,DK-CVR-20699310,21,Danish Refugee Council,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
drc-activities,DK-CVR-20699310-DK201696,,,,,,
drc-activities,DK-CVR-20699310-DK201696,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,Danish Refugee Council ,
