filename,iati-activity/iati-identifier[1],iati-activity/transaction,iati-activity/transaction@humanitarian,iati-activity/transaction@ref,iati-activity/transaction/transaction-type[1],iati-activity/transaction/transaction-type[1]@code,iati-activity/transaction/transaction-date[1],iati-activity/transaction/transaction-date[1]@iso-date,iati-activity/transaction/value[1],iati-activity/transaction/value[1]@currency,iati-activity/transaction/value[1]@value-date,iati-activity/transaction/description[1],iati-activity/transaction/provider-org[1],iati-activity/transaction/provider-org[1]@provider-activity-id,iati-activity/transaction/provider-org[1]@ref,iati-activity/transaction/provider-org[1]@type,iati-activity/transaction/receiver-org[1],iati-activity/transaction/receiver-org[1]@receiver-activity-id,iati-activity/transaction/receiver-org[1]@ref,iati-activity/transaction/receiver-org[1]@type,iati-activity/transaction/sector[1],iati-activity/transaction/sector[1]@code,iati-activity/transaction/sector[1]@percentage,iati-activity/transaction/sector[1]@vocabulary,iati-activity/transaction/recipient-country[1],iati-activity/transaction/recipient-country[1]@code,iati-activity/transaction/recipient-country[1]@percentage,iati-activity/transaction/recipient-region[1],iati-activity/transaction/recipient-region[1]@code,iati-activity/transaction/recipient-region[1]@percentage,iati-activity/transaction/recipient-region[1]@vocabulary,iati-activity/transaction/flow-type[1],iati-activity/transaction/flow-type[1]@code,iati-activity/transaction/finance-type[1],iati-activity/transaction/finance-type[1]@code,iati-activity/transaction/aid-type[1],iati-activity/transaction/aid-type[1]@code,iati-activity/transaction/aid-type[1]@vocabulary
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,Gr00002208,,1,,2020-06-01,2000000.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",1,,,11,,2020-10-01,33912003.00,DKK,2020-06-30,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00002086 (Grant Split: COVID-19Re:20% Normal Prog) ,,1,,2020-10-01,489697.59,DKK,2020-10-01,"
        ","
        ",,XM-DAC-47066,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00000842(Grant Split: COVID-19Re: 30 Normal Pro 70) ,,1,,2020-10-01,6502135.50,DKK,2020-10-01,"
        ","
        ",,41AAA,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00000050(Grant Split COVID-19Re:20% Normal Prog: 80%) ,,1,,2020-10-01,10446520.00,DKK,2020-10-01,"
        ","
        ",,XT-IATI-EC_DEVCO,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00001054 (Grant Split COVID-19: 20% Normal Pro 80%) ,,1,,2020-10-01,1265264.28,DKK,2020-10-01,"
        ","
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00001688 (Grant Split: COVID-19Re:20% Normal Pro 80%) ,,1,,2020-10-01,850000.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00001837 (Grant Split: COVID-19Re:5%  Normal Pro: 95%) ,,1,,2020-10-01,74117.43,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO04-19,"
      ",,Gr00001838:  Grant Split COVID-19Re: 5% Normal Pro: 95% ,,1,,2020-10-01,147394.15,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-GA22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",1,Gr00001449 Grant Split COVID-19Re: 7% Normal Pro: 93%) ,,1,,2020-06-01,4358686,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,15,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",,Gr00001805 Grant Split COVID-19: 16% Normal Pro: 84% ,,1,,2020-10-01,237592.21,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",1,,,11,,2020-10-01,13491915.00,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",1,Gr00002238,,1,,2020-06-01,2500000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",1,Gr00002053,,1,,2020-06-01,300000,DKK,2020-06-30,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",,Gr00001642 Grant Split COVID-19:10%  Normal Pro: 90%,,1,,2020-06-01,3855783.00,DKK,2020-06-30,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCCOL19,"
      ",1,Gr00001804 Grant Split COVID-19: 29% Normal Pro: 71% ,,1,,2020-10-01,2239854.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002174,,1,,2020-06-01,970200,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002076,,1,,2020-10-01,5000000,DKK,2020-10-01,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00000519,,1,,2020-10-01,8101214.97,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002450,,1,,2020-10-01,500000,DKK,2020-10-01,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002241,,1,,2020-10-01,132000,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00000855 Grant Split COVID-19: 35% Normal pro: 65% ,,1,,2020-10-01,7971163.83,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001858,,1,,2020-10-01,1293600.00,DKK,2020-10-01,"
        ","
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001098: Grant Split COVID-19: 10% Normal Pro 90%,,1,,2020-10-01,1413661.97,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr0000731 Grant Split COVID-19Re: 6% Normal Pro: 94%,,1,,2020-10-01,1070065.73,DKK,2020-10-01,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001214 Grant Split COVID-19 26%  Normal Pro 74%,,1,,2020-10-01,621406.06,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001609 Grant Split COVID-19: 10% Normal Pro: 90% ,,1,,2020-10-01,808663.70,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr0000377 Grant Split COVID-19: 10%   Normal Pro 90% ,,1,,2020-10-01,902529.52,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00002179 Grant Split COVID-19 3% Normal Pro 97% ,,1,,2020-10-01,959377.01,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41140,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00002329 Grant Split COVID-19: 8%   Normal Pro: 92% ,,1,,2020-10-01,188023.46,DKK,2020-10-01,,"
        ",,XM-DAC-47066,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001161 Grant Split COVID-19Re: 5%  Normal Pro: 95% ,,1,,2020-10-01,1376905.05,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001166 Grant Split COVIDRe: 0.10% Normal Pro: 99.90% ,,1,,2020-10-01,85591.40,DKK,2020-10-01,"
        ","
        ",,,70,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001720 Grant Split COVID-19 Re: 4%  Normal Pro: 96% ,,1,,2020-10-01,84000.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001710 Grant Split COVID-19 Re: 15% Normal Pro: 85% ,,1,,2020-10-01,1349699.85,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001737 Grant Split COVID-19Re: 10% Normal Pro 90% ,,1,,2020-10-01,1963258.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00001738 Grant Split COVID-19Re: 66% Normal Pro: 34%,,1,,2020-10-01,9789968.44,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002253,,1,,2020-06-01,1293600.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002124,,1,,2020-06-01,1428571.50,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002098,,1,,2020-06-01,970200.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002123,,1,,2020-06-01,1428571.50,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,Gr00002239,,1,,2020-06-01,1617000.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00000897 Grant Split COVID-19 8%        Normal Pro. 92%,,1,,2020-06-01,4336606.85,DKK,2020-06-30,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002236,,1,,2020-06-01,1617000.00,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",,,,11,,2020-10-01,64003165.00,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00002290,,1,,2020-06-01,2600854.20,DKK,2020-06-30,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO02-19,"
      ",1,Gr00001104 Grant Split COVID-19: 80% Normal Pro 20%,,1,,2020-06-01,4129631.34,DKK,2020-06-30,"
        ","
        ",,GB-SC-SC030289,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,Gr00002134,,1,,2020-10-01,26627793,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,Gr00002093,,1,,2020-10-01,12385020,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr0000594 Grant Split COVID-19Re: 5%  Normal Pro: 95% ,,1,,2020-10-01,359774.74,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41122,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00001134 Grant Split COVID-19Re:10%  Normal Pro:90% ,,1,,2020-10-01,483015.78,DKK,2020-10-01,"
        ","
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00001949 Grant Split COVID-19Re: 10%  Normal Pro: 90% ,,1,,2020-10-01,602570.77,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00001173 Grant Split COVID-19Re:7%    Normal Pro: 93% ,,1,,2020-10-01,5201708.40,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00001490: Grant Split COVID-19Re: 1%    Normal Pro: 99% ,,1,,2020-10-01,82348.41,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41140,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00001539 ,,1,,2020-10-01,1000047.31,DKK,2020-10-01,"
        ","
        ",,,80,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr0000001042 Grant Split COVID-19Re: 5% Normal Pro: 95% ,,1,,2020-10-01,325619.44,DKK,2020-10-01,"
        ","
        ",,ES-CIF-G-8236803,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00002258,,1,,2020-10-01,2140000.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",,Gr00002316,,1,,2020-10-01,1500000.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,Gr00002266,,1,,2020-06-01,1340000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,Gr00002157,,1,,2020-06-01,2060000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,Gr00002126,,1,,2020-06-01,1428571,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO03-19,"
      ",1,,,11,,2020-10-01,55536468.00,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",1,Gr00002287,,1,,2020-06-01,1552000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",1,Gr00002178,,1,,2020-06-01,2600000.00,DKK,2020-06-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",1,Gr00002321,,1,,2020-10-01,8669514,DKK,2020-10-01,"
        ","
        ",,XM-DAC-47066,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,Gr00001651 Grant Split COVID-19Re: 5% Normal Pro 95% ,,1,,2020-10-01,164669.50,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,Gr00001781(Grant Split COVID-19Re:20% Normal Pro: 80%) ,,1,,2020-10-01,5098760.32,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,Gr00001875 (Grant Split COVID-19Re: 40% Normal Pro: 60%) ,,1,,2020-10-01,698658.15,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,Gr00001645 (Grant split COVIDRe: 35%  Normal Pro: 65%) ,,1,,2020-10-01,390128.13,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41114,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,,,11,,2020-10-01,19823951.00,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO06-19,"
      ",,Gr00001462: Grant Split (COVID-19Re:35% Normal Pro: 65%) ,,1,,2020-10-01,650221.14,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41114,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002422,,1,,2020-10-01,1000000,DKK,2020-10-01,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002425,,1,,2020-10-01,2786629.5,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002202,,1,,2020-10-01,63000,DKK,2020-10-01,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000670 (Grant Split: C19 Re 6% / Normal Prog 94%),,1,,2020-10-01,465438.25,DKK,2020-10-01,"
        ","
        ",,,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001471 (Grant Split: C19-Re 10% / Normal Prog 90%),,1,,2020-10-01,681176.10,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001470 (Grant Split: C19-Re 10% / Normal Prog 90%),,1,,2020-10-01,928876.50,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000444 (Grant Split: C19-Re  <1 % / Normal Prog >99%),,1,,2020-10-01,7817.87,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,40,"
        ",,DK-CVR-20699310,15,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000736 (Grant Split: C19-Re 1% / Normal Prog 99%),,1,,2020-10-01,104967.36,DKK,2020-10-01,"
        ","
        ",,US-EIN-95-3202116,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001435 (Grant Split: C19-Re 6% / Normal Prog 94%),,1,,2020-10-01,53856.26,DKK,2020-10-01,"
        ","
        ",,US-EIN-95-3202116,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001699 (Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,50000,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000780 (Grant Split: C19-Re 10% / Normal Prog 90%),,1,,2020-10-01,3535296.75,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,15,,,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001901 (Grant Split: C19 5% / Normal Prog 95%),,1,,2020-10-01,744273,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,15,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001321(Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,871395.32,,2020-10-01,"
        ","
        ",,US-GOV-1,,"
        ",,DK-CVR-20699310,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001692 (Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,987500.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000560 (Grant Split: C19-Re 11% / Normal Prog 89%),,1,,2020-10-01,1122000,,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001724 (Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,483956.12,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001909  (Grant Split: C19-Re 46% / Normal Prog 54%),,1,,2020-10-01,1560918.88,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41127,,"
        ",,DK-CVR-20699310,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001803 (Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,526737.04,,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001234 (Grant Split: C19-Re 5% / Normal Prog 95%),,1,,2020-10-01,75000,DKK,2020-10-01,"
        ","
        ",,,,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001354 (Grant Split: C19 15% / Normal Prog 85%),,1,,2020-10-01,1437763.91,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001495 (Grant Split: C19 15% / Normal Prog 85%),,1,,2020-10-01,1110721.93,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41140,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001924 (Grant Split: C19 15% / Normal Prog 85%),,1,,2020-10-01,393501.54,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001935 (Grant Split: C19 8% / Normal Prog 92%),,1,,2020-10-01,105699.71,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41111,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000770 (Grant Split: C19 20% / Normal Prog 80%),,1,,2020-10-01,4701377.80,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
